V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,uid,Q1,Q2_1,Q2_2,Q2_3,Q2_4,Q3,Q4,Q5,Q6,Q7_1,Q7_2,Q7_3,Q7_4,Q8,Q9,Q10,Q11,Q57_4,Q59,Q12,Q13_1,Q13_2,Q13_3,Q13_4,Q14,Q17_1,Q17_2,Q17_3,Q17_4,Q18,Q15_1,Q15_2,Q15_3,Q15_4,Q16,Q77,Q78_1,Q78_2,Q78_3,Q78_4,Q79,Q80_1,Q80_2,Q80_3,Q80_4,Q81,Q82_1,Q82_2,Q82_3,Q82_4,Q83,Q19,Q20_1,Q20_2,Q20_3,Q20_4,Q21,Q24_1,Q24_2,Q24_3,Q24_4,Q25,Q26_1,Q26_2,Q26_3,Q26_4,Q27,Q28_1,Q28_2,Q28_3,Q28_4,Q29,Q33,Q34_4,Q35_4,Q36_4,Q37_4,Q30,Q31_4,Q32_4,Q38,Q39_4,Q40_4,Q41_1,Q41_2,Q41_3,Q41_4,Q42,Q43,Q44,Q72,Q73,Q68_1,Q68_2,Q68_3,Q68_4,Q68_5,Q68_6,Q68_7,Q68_8,Q68_9,Q68_10,Q45_1,Q45_2,Q45_3,Q45_4,Q46,Q47_1,Q47_2,Q47_3,Q47_4,Q47_5,Q47_6,Q47_7,Q47_8,Q47_9,Q48,Q49_1,Q49_2,Q49_3,Q49_4,Q49_5,Q49_6,Q49_7,Q49_8,Q49_9,Q50,Q51_1,Q51_2,Q51_3,Q51_4,Q51_5,Q51_6,Q51_7,Q52_1,Q52_2,Q52_3,Q52_4,Q76,Q53_1,Q54,Q55,Q56,Q58,Q62,Q63,Q60,Q84_1,Q84_2,Q84_3,Q84_4,Q85,Q61_1,Q70_1,DO-BR-FL_4,DO-BL-Publicsectorattitudes,DO-BL-Specificfacilities(OUTCOME),LocationLatitude,LocationLongitude,LocationAccuracy
R_2TMEDP7NK9bwiTc,Default Response Set,Anonymous,,,109.67.173.235,0,14/12/2015 14:21,14/12/2015 14:31,1,5330464,1,22.089,41.675,42.56,3,1,5,2,4,1.566,33.373,35.079,8,1,3,3,4,4,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3.139,3.139,4.188,1,1,3.802,3.802,5.012,1,3,1.714,1.714,2.413,1,1,4.247,140.983,141.635,10,1,,1,3,2,2,1,7,6,1,7,5,18.893,124.899,142.419,7,2,2,3,1,1,,,,,,,,,,,17.657,39.943,43.698,6,1,,,,,,,,,1,1,,,,,,,,,1,1,,,,,,,1,4.922,46.524,52.853,13,1,42,8,5,1,רעננה,1,1,איכות התשתיות בישראל,6.373,16.857,17.717,3,1,2,5,Figures (TREATMENT),Q7|Q8|Q11|Q9|Q10|Q57|Q59,Q28|Q29|Q33|Q35|Q37|Q36|Q34|Q30|Q31|Q32|Q38|Q39|Q40,32.06669617,34.76669312,-1
R_3NyMOzjh8Kwgx9Q,Default Response Set,Anonymous,,,109.66.207.49,0,14/12/2015 14:24,14/12/2015 14:31,1,5331282,1,7.752,23.954,24.949,5,1,2,4,4,6.98,34.045,35.597,5,1,4,3,4,5,5,1,8.344,8.344,11.478,1,2,12.548,12.548,13.884,1,3,4.374,4.374,5.393,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.677,40.753,42.668,8,1,,5,5,4,5,1,4,4,1,6,7,6.687,39.619,69.033,5,2,2,3,1,1,,,,,,,,,,,6.68,39.731,40.684,7,1,,,,,,,,,1,1,,,,,,,,,1,1,,,,,,,1,6.411,35.986,78.257,10,1,49,3,3,1,רעננה,2,1,"מדד שביעות רצון שלי מהשירותים הניתנים ע""י חברות שונות. חברת חשמל, גז, מים",13.483,26.918,28.176,2,1,8,5,Figures (CONTROL),Q7|Q8|Q9|Q11|Q10|Q57|Q59,Q28|Q29|Q33|Q34|Q35|Q37|Q36|Q30|Q31|Q32|Q38|Q39|Q40,32.06669617,34.76669312,-1
R_1JLQ5Q6PE47Bu8Y,Default Response Set,Anonymous,,,77.126.203.42,0,14/12/2015 14:25,14/12/2015 14:31,1,5330328,1,6.241,25.049,26.898,4,1,3,5,6,8.075,40.229,41.837,6,1,4,3,4,8,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,6.969,6.969,8.891,1,2,6.466,6.466,8.637,1,3,2.319,2.319,3.606,1,1,8.156,50.988,51.993,11,1,,6,7,7,7,1,4,3,1,7,8,4.27,39.833,69.61,8,2,5,1,1,1,,,,,,,,,,,4.584,22.404,23.434,6,2,,,,,,,,,,2,,,,,,,,,,2,,,,,,,,7.625,39.268,72.03,11,1,37,7,2,2,הרצליה,1,1,האם מרוצים מרמת השירותים בשירות הציבורי,8.232,20.82,21.565,2,1,10,4,Figures (TREATMENT),Q7|Q8|Q11|Q10|Q9|Q57|Q59,Q28|Q29|Q33|Q35|Q36|Q34|Q37|Q30|Q31|Q32|Q38|Q39|Q40,32.06669617,34.76669312,-1
R_2dJZK6xSodt0oug,Default Response Set,Anonymous,,,87.68.44.66,0,14/12/2015 14:27,14/12/2015 14:31,1,5331152,1,8.222,20.992,22.03,6,1,4,5,6,6.812,33.711,34.977,6,1,2,2,3,9,3,1,6.569,6.569,8.029,1,5,3.478,3.478,4.599,1,5,2.324,2.324,3.3,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.72,31.077,33.021,9,1,,5,8,8,7,1,6,5,1,8,,3.396,27.169,28.782,6,1,6,1,1,1,,,,,,1,,,,,4.296,20.283,21.301,7,1,,,,,,,,,1,1,,,,,,,,,1,1,,,,,,,1,2.829,27.935,45.059,9,1,40,8,2,1,הרצליה,2,1,דיעה בנושא תשתיות בישראל.,8.122,13.658,14.565,2,1,10,2,Figures (CONTROL),Q7|Q8|Q11|Q10|Q9|Q57|Q59,Q28|Q29|Q33|Q36|Q35|Q37|Q34|Q30|Q31|Q32|Q38|Q39|Q40,31.5,34.75,-1
R_AmLZmjjB4MXYEmd,Default Response Set,Anonymous,,,185.28.152.22,0,14/12/2015 14:25,14/12/2015 14:31,1,5330815,1,4.174,26.546,27.148,6,1,3,1,2,5.142,21.236,22.127,5,1,1,1,2,4,2,1,3.384,3.384,4.537,1,2,3.256,3.256,5.521,1,3,2.92,2.92,4.223,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.757,25.356,26.173,10,1,,1,3,3,3,1,3,3,1,3,,3.329,24.99,25.64,6,3,3,1,1,1,1,,,,,,,,,,3.684,169.7,170.445,7,1,,,,,,,,,1,1,,,,,,,,,1,1,,,,,,,1,5.941,30.779,38.645,8,1,29,5,3,2,הרצליה,2,1,שביעות רצון משירותים ציבוריים,1.78,1.78,2.755,1,1,8,1,Figures (CONTROL),Q7|Q8|Q11|Q10|Q9|Q57|Q59,Q28|Q29|Q33|Q37|Q35|Q36|Q34|Q30|Q31|Q32|Q38|Q39|Q40,31.5,34.75,-1
R_21on97UaJg6VN8C,Default Response Set,Anonymous,,,147.237.70.107,0,14/12/2015 14:26,14/12/2015 14:31,1,5330168,1,5.729,26.856,28.135,3,1,3,5,5,83.948,104.99,106.712,7,1,5,4,5,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4.817,4.817,5.599,1,2,3.181,3.181,4.058,1,3,1.91,3.133,3.405,3,1,5.601,32.822,33.673,8,1,,8,9,8,8,1,4,4,1,10,9,6.489,23.901,40.357,5,2,1,3,1,1,,,,,,,,,,,4.153,17.386,18.225,6,1,,,,,,,,,1,2,,,1,,,,,,,1,,,,,,,1,5.737,49.59,50.685,9,1,32,8,4,2,הרצליה,1,1,שביעות רצון משירותים שונים שמעניקים גופים גדולים- מונופולים,5.272,11.83,12.445,2,1,9,2,Figures (TREATMENT),Q7|Q8|Q9|Q10|Q11|Q57|Q59,Q28|Q29|Q33|Q34|Q37|Q35|Q36|Q30|Q31|Q32|Q38|Q39|Q40,31.5,34.75,-1
R_20YgjhOV7RAmwXj,Default Response Set,Anonymous,,,77.126.1.186,0,14/12/2015 14:25,14/12/2015 14:32,1,5331001,1,188.461,201.3,202.801,5,1,1,3,4,2.328,2.328,3.047,1,1,1,3,1,5,2,1,2.757,2.757,4.211,1,1,3.373,3.373,4.508,1,3,5.895,5.895,6.789,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.298,2.834,3.475,2,1,,3,5,5,4,1,2,1,1,6,6,3.984,26.864,27.416,7,1,1,3,1,1,1,,,,,,,,,,3.245,19.205,20.397,8,1,,,,,,,,,1,1,,,,,,,,,1,1,,,,,,,1,2.399,29.757,41.245,11,1,41,8,4,1,הוד השרון,2,1,דעות חברתיות,7.685,12.262,12.835,2,1,7,2,Figures (CONTROL),Q7|Q8|Q10|Q9|Q11|Q57|Q59,Q28|Q29|Q33|Q35|Q36|Q34|Q37|Q30|Q31|Q32|Q38|Q39|Q40,31.5,34.75,-1
R_1rcaAniyezIu2ks,Default Response Set,Anonymous,,,194.114.146.227,0,14/12/2015 14:29,14/12/2015 14:32,1,5330245,1,4.208,9.513,10.782,3,1,2,4,5,4.103,13.344,14.171,5,1,4,4,5,7,1,,,,,,,,,,,,,,,,,1,1.471,1.471,2.43,1,2,1.945,1.945,3.094,1,3,3.108,3.108,4.179,1,1,,,,,,,,,,,,,,,,,4.69,22.71,23.586,8,1,,5,6,6,6,1,3,3,1,7,7,3.121,10.068,17.842,5,2,1,1,1,1,,,,,,,,,,,7.981,12.394,13.534,3,1,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,2.921,18.129,39.391,8,1,40,8,5,1,הוד השרון,1,1,מידת ההכרות של האזרחים עם חברות התשתית השונות ומידת שביעות הרצון מהשירותים אותם הן מספקות,3.347,5.778,6.491,2,1,9,2,Figures (PLACEBO),Q7|Q8|Q10|Q11|Q9|Q57|Q59,Q28|Q29|Q33|Q34|Q35|Q37|Q36|Q30|Q31|Q32|Q38|Q39|Q40,32.06669617,34.76669312,-1
R_1LtaLYyhhjngEy2,Default Response Set,Anonymous,,,109.67.216.61,0,14/12/2015 14:26,14/12/2015 14:32,1,5330657,1,3.873,20.505,21.905,5,1,2,3,4,2.876,2.876,6.156,1,1,4,4,3,6,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2.421,4.269,6.061,2,1,1.865,4.811,6.177,2,3,1.213,3.056,4.573,2,1,2.506,41.713,43.354,15,1,,7,8,7,7,1,6,6,1,5,,1.571,49.554,50.722,14,2,1,1,2,2,,,1,,,,,,,,1.525,41.31,42.211,16,1,,,,,,,,,1,2,,,1,,,,,,,1,,,,,,,1,1.243,39.295,57.363,15,1,22,7,3,2,כפר סבא,2,1,רמת שביעות הרצון של האוכלוסיה מהגופים הציבוריים,0.977,5.047,5.865,3,1,6,4,Figures (TREATMENT),Q7|Q8|Q9|Q10|Q11|Q57|Q59,Q28|Q29|Q33|Q35|Q37|Q36|Q34|Q30|Q31|Q32|Q38|Q39|Q40,32.06669617,34.76669312,-1
R_28XTrk3GJDpJAfG,Default Response Set,Anonymous,,,149.78.168.44,0,14/12/2015 14:24,14/12/2015 14:32,1,5330530,1,12.623,26.167,28.036,4,1,1,1,1,5.269,26.132,27.891,5,1,1,1,1,0,1,1,4.669,4.669,6.622,1,2,12.681,12.681,14.087,1,3,9.019,9.019,13.749,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.708,58.103,61.018,7,1,,4,6,6,6,1,4,6,1,7,6,11.075,44.66,48.838,7,1,6,1,1,1,,,1,,,1,,,,,3.897,31.345,33.314,6,2,,,,,,,,,1,1,,,,,,,,,1,2,,,,,,,1,4.16,51.478,90.031,9,1,56,8,4,1,הוד השרון,1,1,"התייחסות לגורמי תשתית, אנרגיה ותקשורת.",9.522,17.249,18.328,2,1,10,2,Figures (CONTROL),Q7|Q8|Q10|Q11|Q9|Q57|Q59,Q28|Q29|Q33|Q35|Q36|Q34|Q37|Q30|Q31|Q32|Q38|Q39|Q40,32.15080261,34.88830566,-1
R_3iQHzlm99iQ391R,Default Response Set,Anonymous,,,109.65.17.220,0,14/12/2015 14:27,14/12/2015 14:32,1,5330167,1,6.13,19.386,21.051,4,1,1,4,5,12.671,12.671,14.708,1,1,4,4,4,5,2,1,5.395,5.395,7.148,1,5,2.808,2.808,8.572,1,2,6.524,9.141,10.503,3,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.443,6.347,7.708,2,1,,6,6,6,4,1,5,4,1,5,,7.682,7.682,9.32,1,3,1,2,1,1,,,,,,,1,,,,50.387,60.962,61.73,6,1,,,,,,,,,1,1,,,,,,,,,1,1,,,,,,,1,3.732,27.866,30.465,7,1,32,8,5,1,הרצליה,1,1,,7.342,13.4,14.886,4,1,7,3,Figures (CONTROL),Q7|Q8|Q9|Q11|Q10|Q57|Q59,Q28|Q29|Q33|Q37|Q36|Q34|Q35|Q30|Q31|Q32|Q38|Q39|Q40,32.06669617,34.76669312,-1
R_cVlFmaDxiWAgSRz,Default Response Set,Anonymous,,,37.19.115.4,0,14/12/2015 14:27,14/12/2015 14:32,1,5330525,1,4.958,19.494,20.693,3,1,2,5,4,9.21,43.446,44.615,6,1,3,3,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2.964,2.964,4.821,1,2,11.97,11.97,13.401,1,3,1.759,1.759,3.352,1,1,8.961,67.385,68.591,12,1,,8,9,9,8,1,5,5,1,8,7,6.872,45.335,46.377,6,1,1,1,2,2,,1,,,,,,,,,4.628,19.618,21.735,4,1,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,4.564,44.174,61.044,9,1,56,7,3,1,הוד השרון,1,1,יחס למגזר התשתיות,9.811,18.942,19.879,4,1,9,2,Figures (TREATMENT),Q7|Q8|Q11|Q10|Q9|Q57|Q59,Q28|Q29|Q33|Q36|Q34|Q35|Q37|Q30|Q31|Q32|Q38|Q39|Q40,32.06669617,34.76669312,-1
R_3rGszqa1qvLcaxm,Default Response Set,Anonymous,,,149.78.140.170,0,14/12/2015 14:29,14/12/2015 14:32,1,5331421,1,4.331,4.331,5.626,1,1,4,4,5,12.723,12.723,13.657,1,1,4,4,4,3,2,,,,,,,,,,,,,,,,,1,4.305,4.305,5.471,1,2,2.871,2.871,3.876,1,5,2.786,2.786,3.782,1,3,,,,,,,,,,,,,,,,,3.698,32.542,34.345,13,1,,8,8,9,10,1,5,5,1,5,,3.502,22.46,23.317,6,2,6,1,1,1,1,,,,,,,,,,3.695,14.101,15.301,6,2,,,,,,,,,1,1,,,,,,,,,1,1,,,,,,,1,3.782,38.215,40.639,9,1,62,7,3,1,הרצליה,2,1,שביעות רצון מתשתיות,3.935,9.566,10.257,3,1,7,1,Figures (PLACEBO),Q7|Q8|Q11|Q10|Q9|Q57|Q59,Q28|Q29|Q33|Q37|Q36|Q35|Q34|Q30|Q31|Q32|Q38|Q39|Q40,32.14720154,34.84170532,-1
R_27lYIOs6quZK872,Default Response Set,Anonymous,,,95.86.118.58,0,14/12/2015 14:27,14/12/2015 14:32,1,5330282,1,9.073,16.84,18.053,4,1,6,5,6,4.234,18.222,19.636,5,1,5,4,4,7,1,,,,,,,,,,,,,,,,,1,8.417,10.332,20.394,2,2,7.766,7.766,16.344,1,3,6.936,6.936,8.301,1,4,,,,,,,,,,,,,,,,,4.628,27.537,28.711,9,1,,4,8,9,8,1,7,9,1,8,8,3.877,42.312,43.93,7,3,3,3,1,1,,,1,,,,,,,,3.664,34.814,38.38,6,1,,,,,,,,1,,1,,,,,,,,1,,2,1,,,,,,,5.277,33.591,42.975,8,1,41,7,3,1,רעננה,1,1,את רמת השירותים במדינה,6.168,14.213,15.268,3,1,6,8,Figures (PLACEBO),Q7|Q8|Q9|Q11|Q10|Q57|Q59,Q28|Q29|Q33|Q36|Q34|Q35|Q37|Q30|Q31|Q32|Q38|Q39|Q40,31.31410217,34.62030029,-1
R_3kw7VjDP0cxYkmN,Default Response Set,Anonymous,,,212.29.203.226,0,14/12/2015 14:23,14/12/2015 14:33,1,5331132,1,12.165,26.428,37.519,3,1,3,3,4,7.549,50.003,51.418,6,1,4,4,5,5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,7.467,7.467,9.775,1,1,8.686,8.686,10.072,1,3,2.455,2.455,3.604,1,1,8.99,74.82,75.723,10,1,,4,5,6,6,1,4,4,1,6,6,16.097,58.756,136.388,5,3,4,3,1,1,,,,,,,,,,,5.391,40.528,42.874,3,1,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,5.379,70.99,153.481,8,1,40,6,3,1,כפר סבא,2,1,שביעות רצון כללית מתשתיות בארץ וחברת החשמל בפרט,15.857,27.104,30.873,2,1,10,7,Figures (TREATMENT),Q7|Q8|Q11|Q9|Q10|Q57|Q59,Q28|Q29|Q33|Q37|Q36|Q34|Q35|Q30|Q31|Q32|Q38|Q39|Q40,32.08059692,34.81419373,-1
R_2DSwGyhF6HeDy8Q,Default Response Set,Anonymous,,,195.62.30.20,0,14/12/2015 14:25,14/12/2015 14:33,1,5330937,1,28.782,43.101,47.282,3,1,3,4,5,8.188,41.055,42.16,6,1,3,3,3,3,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4.338,4.338,8.702,1,2,16.562,16.562,17.758,1,3,1.903,1.903,2.823,1,1,5.415,8.495,11.451,3,1,,6,5,6,6,1,7,6,1,7,7,10.727,47.231,64.964,5,2,1,3,3,2,,,,,,,,,,,6.664,22.569,34.626,3,1,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,11.973,44.23,95.108,10,1,34,7,4,1,רעננה,2,1,מידת הכרות ושביעות רצון מתשתיות בארץ,8.047,20.822,22.236,3,1,10,6,Figures (TREATMENT),Q7|Q8|Q10|Q11|Q9|Q57|Q59,Q28|Q29|Q33|Q34|Q35|Q36|Q37|Q30|Q31|Q32|Q38|Q39|Q40,32.15080261,34.88830566,-1
R_SZ5YTG55zlOtQrv,Default Response Set,Anonymous,,,5.102.254.185,0,14/12/2015 14:27,14/12/2015 14:33,1,5330936,1,22.81,40.165,41.783,6,1,2,3,5,5.028,37.35,38.762,9,1,2,2,2,3,5,1,26.693,26.693,29.147,1,5,5.467,5.467,7.761,1,3,10.673,10.673,14.701,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.212,47.023,49.105,10,1,,2,2,1,2,1,3,3,1,4,,3.851,27.222,44.064,7,3,5,3,2,2,,,,,,,,,,,8.513,25.586,27.396,6,1,,,,,,,,,1,1,,,,,,,,,1,1,,,,,,,1,4.005,42.88,54.862,9,1,33,8,4,2,רעננה,2,1,,12.176,22.633,25.364,2,1,9,2,Figures (CONTROL),Q7|Q8|Q10|Q9|Q11|Q57|Q59,Q28|Q29|Q33|Q34|Q36|Q37|Q35|Q30|Q31|Q32|Q38|Q39|Q40,32.06669617,34.76669312,-1
R_vC4waFZT6N5XpLP,Default Response Set,Anonymous,,,80.246.137.48,0,14/12/2015 14:20,14/12/2015 14:33,1,5330660,1,15.138,36.314,40.571,4,1,3,3,6,12.862,63.277,64.998,9,1,2,3,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5.513,16.592,18.353,2,5,5.145,5.145,6.528,1,3,3.963,3.963,6.316,1,1,11.224,74.632,80.838,18,1,,2,2,2,2,1,3,3,1,3,3,15.875,63.338,92.379,9,3,3,3,1,1,,,,,,,,,,,5.542,57.761,63.321,10,2,,1,,,,,,,,1,,,,,,,,,1,1,,,,,,,1,7.382,132.453,143.564,11,1,24,6,1,2,באר שבע,2,2,קשר בין שביעות רצון משירותים ציבוריים למעמד בחברה. ,124.488,177.696,182.038,7,1,7,5,Figures (TREATMENT),Q7|Q8|Q11|Q9|Q10|Q57|Q59,Q28|Q29|Q33|Q36|Q34|Q35|Q37|Q30|Q31|Q32|Q38|Q39|Q40,31.5,34.75,-1
R_yqGdj8277SksLnz,Default Response Set,Anonymous,,,193.43.246.250,0,14/12/2015 14:27,14/12/2015 14:33,1,5330155,1,6.409,35.354,37.537,6,1,3,4,5,9.114,31.752,32.638,8,1,4,4,6,5,2,,,,,,,,,,,,,,,,,1,2.783,3.327,4.078,2,5,3.499,3.499,4.956,1,5,3.115,5.219,6.266,2,5,,,,,,,,,,,,,,,,,6.886,7.26,9.428,2,1,,7,7,5,7,1,8,8,1,9,9,5.774,32.274,69.667,5,3,3,2,1,1,,,,,,,,,,,6.343,36.767,37.724,6,1,,,,,,,,,1,1,,,,,,,,,1,1,,,,,,,1,3.91,33.607,77.567,9,1,32,8,4,1,הוד השרון,1,1,האם האזרחים מרוצים מתשתיות הגז/חשמל/מים/תקשורת/תחבורה במדינה,8.749,19.048,20.549,4,1,2,8,Figures (PLACEBO),Q7|Q8|Q11|Q10|Q9|Q57|Q59,Q28|Q29|Q33|Q35|Q34|Q37|Q36|Q30|Q31|Q32|Q38|Q39|Q40,32.06669617,34.76669312,-1
R_1gpek0PaNFB3hdX,Default Response Set,Anonymous,,,87.69.212.219,0,14/12/2015 14:28,14/12/2015 14:33,1,5330680,1,7.957,56.533,58.086,4,1,2,2,3,4.759,27.171,28.258,7,1,1,3,1,5,2,1,6.957,6.957,8.394,1,2,4.176,4.176,4.979,1,3,6.324,6.324,7.046,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.642,6.694,9.317,2,1,,4,5,4,5,1,6,5,1,6,5,4.505,30.641,32.336,6,3,4,3,1,1,,,1,,,,,,,,24.049,47.909,48.942,6,1,,,,,,,,,1,1,,,,,,,,,1,1,,,,,,,1,3.162,38.199,46.49,12,1,24,5,2,2,הרצליה,2,1,שביעות רצון משרותים,15.674,22.385,24.109,2,1,7,5,Figures (CONTROL),Q7|Q8|Q11|Q9|Q10|Q57|Q59,Q28|Q29|Q33|Q34|Q36|Q37|Q35|Q30|Q31|Q32|Q38|Q39|Q40,32.165802,34.83670044,-1
R_2doolOYYNFxVCuR,Default Response Set,Anonymous,,,46.120.167.115,0,14/12/2015 14:27,14/12/2015 14:33,1,5330549,1,3.909,13.341,14.621,3,1,1,5,7,3.904,24.799,26.798,6,1,5,2,2,2,5,,,,,,,,,,,,,,,,,1,3.517,3.517,5.912,1,2,1.95,21.046,22.118,2,5,1.952,6.76,7.394,3,5,,,,,,,,,,,,,,,,,5.495,25.932,27.205,9,1,,8,10,9,10,1,5,5,1,10,10,5.927,95.845,118.091,6,3,1,2,1,1,,,,,,,,,,,8.074,21.596,22.38,9,1,,,,,,,,,1,1,,,,,,,,,1,1,,,,,,,1,4.122,22.545,36.655,10,1,18,4,4,2,הוד השרון,2,1,מה דעתי לגבי כלל התשתיות במדינת ישראל,18.086,27.812,29.215,4,1,10,6,Figures (PLACEBO),Q7|Q8|Q11|Q10|Q9|Q57|Q59,Q28|Q29|Q33|Q34|Q36|Q35|Q37|Q30|Q31|Q32|Q38|Q39|Q40,32.14720154,34.84170532,-1
R_2whvqxxjTQQwC9u,Default Response Set,Anonymous,,,185.120.126.106,0,14/12/2015 14:25,14/12/2015 14:34,1,5330554,1,12.957,30.092,31.719,4,1,5,6,5,14.017,48.59,50.203,7,1,4,4,3,2,2,1,8.39,14.873,16.354,2,2,6.013,10.32,12.491,2,4,3.761,8.176,10.885,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.282,11.393,12.357,4,1,,7,7,7,7,1,5,6,1,6,,13.42,90.756,94.777,11,2,1,2,2,2,,,,,,,,,,,14.055,37.084,37.826,8,1,,,,,,,,,1,1,,,,,,,,,1,1,,,,,,,1,9.891,57.41,93.53,12,1,19,4,5,2,לא רלוונטי,2,1,האם אנשים מרוצים מהתשתיות במדינה,10.309,28.032,29.467,4,1,7,8,Figures (CONTROL),Q7|Q8|Q9|Q10|Q11|Q57|Q59,Q28|Q29|Q33|Q34|Q37|Q36|Q35|Q30|Q31|Q32|Q38|Q39|Q40,32.06669617,34.76669312,-1
R_2xEK0kjTi5yPTwm,Default Response Set,Anonymous,,,193.186.163.3,0,14/12/2015 14:30,14/12/2015 14:35,1,5331088,1,9.302,22.605,33.629,5,1,4,3,5,5.335,32.389,33.988,6,1,1,1,1,4,2,,,,,,,,,,,,,,,,,1,4.221,4.221,6.062,1,1,4.171,4.171,6.812,1,3,5.577,5.577,6.651,1,4,,,,,,,,,,,,,,,,,3.592,47.086,47.914,10,1,,3,3,2,2,1,5,5,1,4,4,4.643,41.658,43.454,9,2,1,1,2,2,,,,,,,1,,,,3.279,34.994,35.886,7,2,,1,,,,,,,,1,,,,,,,,,1,1,,,,,,,1,3.193,38.535,43.143,12,1,36,7,3,1,רמת השרון,2,1,שביעות רצון,9.118,15.211,15.789,3,1,9,1,Figures (PLACEBO),Q7|Q8|Q11|Q9|Q10|Q57|Q59,Q28|Q29|Q33|Q37|Q34|Q35|Q36|Q30|Q31|Q32|Q38|Q39|Q40,32.06669617,34.76669312,-1
R_2ykALxZiHL3K9gU,Default Response Set,Anonymous,,,91.227.164.5,0,14/12/2015 14:31,14/12/2015 14:35,1,5331053,1,2.696,2.696,3.608,1,1,4,4,5,4.168,15.292,16.586,5,1,4,4,4,4,1,1,3.58,3.58,4.668,1,3,3.837,4.572,4.938,2,5,4.787,5.363,6.146,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.932,1.469,1.722,2,1,,3,3,3,3,1,3,3,1,4,5,3.806,22.67,23.474,6,2,3,1,1,1,,,,,,,1,,,,4.143,24.863,25.752,8,2,1,,,,,,,,,1,,,,,,,,,1,1,,,,,,,1,2.271,19.371,20.48,7,1,35,8,3,2,כפר סבא,2,2,,22.878,29.933,31.274,5,1,7,5,Figures (CONTROL),Q7|Q8|Q10|Q11|Q9|Q57|Q59,Q28|Q29|Q33|Q37|Q35|Q36|Q34|Q30|Q31|Q32|Q38|Q39|Q40,31.5,34.75,-1
R_1zDlA8Y3HFIuhFL,Default Response Set,Anonymous,,,37.142.215.174,0,14/12/2015 14:31,14/12/2015 14:35,1,5330311,1,6.474,13.753,15.014,5,1,5,6,6,2.432,18.153,19.176,5,1,5,5,5,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2.095,2.095,3.253,1,5,1.87,1.87,3.108,1,3,1.179,1.179,2.217,1,1,4.977,21.184,21.503,9,1,,8,8,8,9,1,6,6,1,10,10,4.544,17.055,23.549,7,3,1,3,1,1,,,,,,,,,,,2.603,31.378,33.979,7,2,1,1,,,,,,,,2,1,,1,,,,,,,1,,,,,,,,3.869,25.079,37.965,9,1,36,3,1,2,רמת השרון,1,1,גישה ותפיסה לגבי תשתיות שונות בישראל,3.297,6.991,8.789,3,1,9,9,Figures (TREATMENT),Q7|Q8|Q9|Q11|Q10|Q57|Q59,Q28|Q29|Q33|Q34|Q37|Q35|Q36|Q30|Q31|Q32|Q38|Q39|Q40,32.165802,34.83670044,-1
